Time (s),VmRSS (KB),VmHWM (KB),VmSize (KB),VmSwap (KB),RssAnon (KB),RssFile (KB)
109,2081912,2099508,6901640,12,413344,1664696
110,2084052,2099508,6901640,12,413344,1668388
112,2084092,2099508,6901640,12,413344,1667340
113,2087180,2099508,6901640,12,413344,1672544
114,2077004,2099508,6901640,12,413344,1663012
115,2085160,2099508,6901640,12,413344,1675200
116,2085024,2099508,6901640,12,413344,1671784
117,2087680,2099508,6901640,12,413344,1671016
118,2073684,2099508,6901640,12,413344,1660848
120,2082104,2099508,6901640,12,413344,1665596
121,2083164,2099508,6901640,12,413344,1672428
122,2088692,2099508,6901640,12,413344,1667572
123,2083976,2099508,6901640,12,413344,1668712
124,2085016,2099508,6901640,12,413344,1672332
125,2082360,2099508,6901640,12,413344,1670576
126,2090240,2099508,6901640,12,413344,1666816
128,2074924,2099508,6901640,12,413344,1667512
129,2074076,2099508,6901640,12,413344,1668712
130,2090832,2099508,6901640,12,413344,1672032
131,2080756,2099508,6901640,12,413344,1678212
132,2086620,2099508,6901640,12,413344,1673868
133,2081708,2099508,6901640,12,413344,1671564
135,2082636,2099508,6901640,12,413344,1661876
136,2074588,2099508,6901640,12,413344,1663164
137,2087548,2099508,6901640,12,413344,1674432
138,2082540,2099508,6901640,12,413344,1675760
139,2085524,2099508,6901640,12,413344,1674416
140,2078964,2099508,6901640,12,413344,1673972
141,2080852,2099508,6901640,12,413344,1672332
143,2090776,2099508,6901640,12,413344,1672504
144,2077848,2099508,6901640,12,413344,1665896
145,2080940,2099508,6901640,12,413344,1669164
146,2087140,2099508,6901640,12,413344,1674228
147,2086016,2099508,6901640,12,413344,1675464
148,2087040,2099508,6901640,12,413344,1666992
150,2084592,2099508,6901640,12,413344,1671224
151,2087752,2099508,6901640,12,413344,1673124
152,2082912,2099508,6901640,12,413344,1667120
153,2083940,2099508,6901640,12,413344,1664212
154,2086512,2099508,6901640,12,413344,1667436
155,2083552,2099508,6901640,12,413344,1678612
156,2083976,2099508,6901640,12,413344,1667728
158,2075652,2099508,6901640,12,413344,1660416
159,2083932,2099508,6901640,12,413344,1674348
160,2079908,2099508,6901640,12,413344,1675528
161,2088756,2099508,6901640,12,413344,1672064
162,2080308,2099508,6901640,12,413344,1672868
163,2090648,2099508,6901640,12,413344,1666760
164,2077248,2099508,6901640,12,413344,1664420
166,2088060,2099508,6901640,12,413344,1674032
167,2075112,2099508,6901640,12,413344,1671048
168,2087340,2099508,6901640,12,413344,1663696
169,2084280,2099508,6901640,12,413344,1671860
170,2089520,2099508,6901640,12,413344,1668860
171,2086940,2099508,6901640,12,413344,1675336
172,2089836,2099508,6901640,12,413344,1665176
174,2079172,2099508,6901640,12,413344,1666508
175,2084872,2099508,6901640,12,413344,1664564
176,2076452,2099508,6901640,12,413344,1662932
177,2086808,2099508,6901640,12,413344,1666768
178,2077248,2099508,6901640,12,413344,1661700
179,2084672,2099508,6901640,12,413344,1673480
181,2081728,2099508,6901640,12,413344,1674228
182,2086120,2099508,6901640,12,413344,1673248
183,2077860,2099508,6901640,12,413344,1666268
184,2080532,2099508,6901640,12,413344,1672784
185,2081344,2099508,6901640,12,413344,1664308
186,2085988,2099508,6901640,12,413344,1663920
187,2082408,2099508,6901640,12,413344,1668244
189,2076888,2099508,6901640,12,413344,1660996
190,2087768,2099508,6901640,12,413344,1666608
191,2080864,2099508,6901640,12,413344,1667508
192,2092108,2099508,6901640,12,413344,1670604
193,2083676,2099508,6901640,12,413344,1671324
194,2076032,2099508,6901640,12,413344,1667284
196,2080196,2099508,6901640,12,413344,1670192
197,2085676,2099508,6901640,12,413344,1670808
198,2079796,2099508,6901640,12,413344,1674096
199,2088244,2099508,6901640,12,413344,1670900
200,2074956,2099508,6901640,12,413344,1674008
201,2076376,2099508,6901640,12,413344,1663900
203,2085868,2099508,6901640,12,413344,1669724
204,2079176,2099508,6901640,12,413344,1665104
205,2090404,2099508,6901640,12,413344,1667464
206,2088652,2099508,6901640,12,413344,1663256
207,2083468,2099508,6901640,12,413344,1664648
208,2089496,2099508,6901640,12,413344,1668428
209,2089516,2099508,6901640,12,413344,1671452
211,2087344,2099508,6901640,12,413344,1676204
212,2084160,2099508,6901640,12,413344,1675604
213,2085228,2099508,6901640,12,413344,1675288
214,2084012,2099508,6901640,12,413344,1666508
215,2083496,2099508,6901640,12,413344,1671620
216,2086744,2099508,6901640,12,413344,1674636
218,2085212,2099508,6901640,12,413344,1675492
219,2091840,2099508,6901640,12,413344,1670204
220,2079020,2099508,6901640,12,413344,1674512
221,2088484,2099508,6901640,12,413344,1678116
222,2086448,2099508,6901640,12,413344,1671984
223,2079700,2099508,6901640,12,413344,1665252
224,2077932,2099508,6901640,12,413344,1665680
226,2082572,2099508,6901640,12,413344,1667268
227,2075136,2099508,6901640,12,413344,1665184
228,2083420,2099508,6901640,12,413344,1679712
229,2088372,2099508,6901640,12,413344,1671448
230,2078160,2099508,6901640,12,413344,1664428
231,2083644,2099508,6901640,12,413344,1673464
232,2082936,2099508,6901640,12,413344,1673932
234,2091064,2099508,6901640,12,413344,1677356
235,2085464,2099508,6901640,12,413344,1663784
236,2079084,2099508,6901640,12,413344,1671364
237,2084416,2099508,6901640,12,413344,1666420
238,2083628,2099508,6901640,12,413344,1671576
239,2078172,2099508,6901640,12,413344,1662904
241,2085096,2099508,6901640,12,413344,1667452
242,2087480,2099508,6901640,12,413344,1673004
243,2079440,2099508,6901640,12,413344,1672188
244,2077460,2099508,6901640,12,413344,1672208
245,2078736,2099508,6901640,12,413344,1668436
246,2083196,2099508,6901640,12,413344,1672272
247,2074896,2099508,6901640,12,413344,1670524
249,2081248,2099508,6901640,12,413344,1672904
250,2080472,2099508,6901640,12,413344,1669832
251,2082792,2099508,6901640,12,413344,1666832
252,2081648,2099508,6901640,12,413344,1663452
253,2085296,2099508,6901640,12,413344,1665832
254,2087248,2099508,6901640,12,413344,1671688
256,2073812,2099508,6901640,12,413344,1663772
257,2088776,2099508,6901640,12,413344,1676304
258,2084940,2099508,6901640,12,413344,1665608
259,2085052,2099508,6901640,12,413344,1669108
260,2079900,2099508,6901640,12,413344,1678424
261,2087292,2099508,6901640,12,413344,1666176
262,2081900,2099508,6901640,12,413344,1671592
264,2074948,2099508,6901640,12,413344,1667356
265,2086192,2099508,6901640,12,413344,1668556
266,2083964,2099508,6901640,12,413344,1666688
267,2085480,2099508,6901640,12,413344,1673832
268,2084384,2099508,6901640,12,413344,1668352
269,2083380,2099508,6901640,12,413344,1669032
270,2081576,2099508,6901640,12,413344,1673420
272,2083876,2099508,6901640,12,413344,1665408
273,2085000,2099508,6901640,12,413344,1674028
274,2084020,2099508,6901640,12,413344,1673948
275,2076592,2099508,6901640,12,413344,1668364
276,2077888,2099508,6901640,12,413344,1680304
277,2082216,2099508,6901640,12,413344,1675468
279,2086028,2099508,6901640,12,413344,1668384
280,2091700,2099508,6901640,12,413344,1669132
281,2079380,2099508,6901640,12,413344,1668984
282,2091576,2099508,6901640,12,413344,1662924
283,2082444,2099508,6901640,12,413344,1673736
284,2079020,2099508,6901640,16,413284,1676968
285,2085720,2099508,6901640,72,413284,1667812
287,2077684,2099508,6901640,72,413284,1673984
288,2086152,2099508,6901640,72,413284,1671176
289,2084236,2099508,6901640,72,413284,1677080
290,2083884,2099508,6901640,72,413284,1670736
291,2080220,2099508,6901640,72,413284,1668044
292,2080488,2099508,6901640,72,413284,1667400
294,2091888,2099508,6901640,72,413284,1673112
295,2081688,2099508,6901640,72,413284,1672912
296,2083812,2099508,6901640,72,413284,1664472
297,2080876,2099508,6901640,72,413284,1673512
298,2080404,2099508,6901640,72,413284,1670132
299,2084344,2099508,6901640,72,413284,1663296
300,2081964,2099508,6901640,72,413284,1662992
302,2085832,2099508,6901640,72,413284,1671948
303,2087144,2099508,6901640,72,413284,1665228
304,2083836,2099508,6901640,72,413284,1668676
305,2078604,2099508,6901640,72,413284,1670932
306,2084728,2099508,6901640,72,413284,1670064
307,2078976,2099508,6901640,72,413284,1678788
308,2074864,2099508,6901640,72,413284,1674148
310,2085696,2099508,6901640,72,413284,1669720
311,2083692,2099508,6901640,72,413284,1674256
312,2081316,2099508,6901640,72,413284,1671928
313,2087852,2099508,6901640,72,413284,1669284
314,2080876,2099508,6901640,72,413284,1673600
315,2076648,2099508,6901640,72,413284,1667532
316,2084172,2099508,6901640,72,413284,1672084
318,2086108,2099508,6901640,72,413284,1668872
319,2083012,2099508,6901640,72,413284,1665232
320,2081344,2099508,6901640,72,413284,1671880
321,2082692,2099508,6901640,72,413284,1666764
322,2084984,2099508,6901640,72,413284,1671556
323,2081076,2099508,6901640,72,413284,1665460
324,2081392,2099508,6901640,72,413284,1666328
326,2081456,2099508,6901640,72,413284,1672788
327,2080244,2099508,6901640,72,413284,1665248
328,2088280,2099508,6901640,72,413284,1670512
329,2089760,2099508,6901640,72,413284,1671024
330,2087108,2099508,6901640,72,413284,1669972
331,2080328,2099508,6901640,72,413284,1667208
333,2082328,2099508,6901640,72,413284,1665868
334,2087732,2099508,6901640,72,413284,1669000
335,2083112,2099508,6901640,72,413284,1668116
336,2081568,2099508,6901640,72,413284,1667180
337,2085552,2099508,6901640,72,413284,1672864
338,2085872,2099508,6901640,72,413284,1671408
339,2080080,2099508,6901640,72,413284,1668944
341,2083716,2099508,6901640,72,413284,1667200
342,2083940,2099508,6901640,72,413284,1671220
343,2081092,2099508,6901640,72,413284,1666612
344,2087728,2099508,6901640,72,413284,1664000
345,2087756,2099508,6901640,72,413284,1674296
346,2084176,2099508,6901640,72,413284,1676704
347,2085264,2099508,6901640,72,413284,1666532
349,2086052,2099508,6901640,72,413284,1673072
350,2086936,2099508,6901640,72,413284,1668832
351,2082276,2099508,6901640,72,413284,1672004
352,2081312,2099508,6901640,72,413284,1676564
353,2079892,2099508,6901640,72,413284,1669412
354,2084084,2099508,6901640,72,413284,1672028
355,2084832,2099508,6901640,72,413284,1664100
357,2078936,2099508,6901640,72,413284,1674156
358,2084024,2099508,6901640,72,413284,1668888
359,2089008,2099508,6901640,72,413284,1673180
360,2093320,2099508,6901640,72,413284,1666420
361,2081948,2099508,6901640,72,413284,1665896
362,2089516,2099508,6901640,72,413284,1669468
364,2085472,2099508,6901640,72,413284,1667320
365,2080936,2099508,6901640,72,413284,1665596
366,2077776,2099508,6901640,72,413284,1673952
367,2086384,2099508,6901640,72,413284,1664900
368,2080748,2099508,6901640,72,413284,1669192
369,2090072,2099508,6901640,72,413284,1672992
370,2082508,2099508,6901640,72,413284,1667696
372,2081896,2099508,6901640,72,413284,1675444
373,2082100,2099508,6901640,72,413284,1670596
374,2079524,2099508,6901640,72,413284,1673168
375,2084428,2099508,6901640,72,413284,1671644
376,2087944,2099508,6901640,72,413284,1666456
377,2084856,2099508,6901640,72,413284,1670396
378,2083012,2099508,6901640,72,413284,1667976
380,2079668,2099508,6901640,72,413284,1668024
381,2086648,2099508,6901640,72,413284,1667696
382,2084812,2099508,6901640,72,413284,1674896
383,2078876,2099508,6901640,72,413284,1674160
384,2084140,2099508,6901640,72,413284,1673164
385,2084940,2099508,6901640,72,413284,1668932
386,2088264,2099508,6901640,72,413284,1665080
388,2083652,2099508,6901640,72,413284,1677588
389,2084964,2099508,6901640,72,413284,1670296
390,2081792,2099508,6901640,72,413284,1670284
391,2084772,2099508,6901640,72,413284,1669260
392,2086488,2099508,6901640,72,413284,1668392
393,2082392,2099508,6901640,72,413284,1667396
395,2085756,2099508,6901640,72,413284,1676248
396,2077584,2099508,6901640,72,413284,1669924
397,2076804,2099508,6901640,72,413284,1668372
398,2079472,2099508,6901640,72,413284,1673928
399,2089476,2099508,6901640,72,413284,1670632
400,2081532,2099508,6901640,72,413284,1670444
401,2085400,2099508,6901640,72,413284,1669964
403,2085920,2099508,6901640,72,413284,1672140
404,2086152,2099508,6901640,72,413284,1670320
405,2087604,2099508,6901640,72,413284,1666832
406,2085884,2099508,6901640,72,413284,1676000
407,2085456,2099508,6901640,72,413284,1668476
408,2076584,2099508,6901640,72,413284,1673368
409,2086728,2099508,6901640,72,413284,1665348
411,2083976,2099508,6901640,72,413284,1670876
412,2086268,2099508,6901640,72,413284,1675616
413,2084420,2099508,6901640,72,413284,1673920
414,2081904,2099508,6901640,72,413284,1678812
415,2091284,2099508,6901640,72,413284,1674108
416,2085240,2099508,6901640,72,413284,1671296
418,2082284,2099508,6901640,72,413284,1667028
419,2077476,2099508,6901640,72,413284,1669248
420,2079416,2099508,6901640,72,413284,1669460
421,2090040,2099508,6901640,72,413284,1670684
422,2080220,2099508,6901640,72,413284,1667828
423,2083408,2099508,6901640,72,413284,1670976
424,2083524,2099508,6901640,72,413284,1669144
426,2084044,2099508,6901640,72,413284,1666064
427,2084128,2099508,6901640,72,413284,1668172
428,2080908,2099508,6901640,72,413284,1674752
429,2084012,2099508,6901640,72,413284,1666124
430,2087184,2099508,6901640,72,413284,1676464
431,2087368,2099508,6901640,72,413284,1664920
432,2084600,2099508,6901640,72,413284,1668604
434,2087204,2099508,6901640,72,413284,1671360
435,2088232,2099508,6901640,72,413284,1671864
436,2087552,2099508,6901640,72,413284,1671632
437,2081028,2099508,6901640,72,413284,1665064
438,2086596,2099508,6901640,72,413284,1665612
439,2082712,2099508,6901640,72,413284,1668544
441,2082824,2099508,6901640,72,413284,1669320
442,2083384,2099508,6901640,72,413284,1667688
443,2080540,2099508,6901640,72,413284,1668484
444,2080632,2099508,6901640,72,413284,1668748
445,2083768,2099508,6901640,72,413284,1672036
446,2086668,2099508,6901640,72,413284,1668640
447,2084308,2099508,6901640,72,413284,1671872
449,2079840,2099508,6901640,72,413284,1668664
450,2086024,2099508,6901640,72,413284,1672000
451,2082556,2099508,6901640,72,413284,1675148
452,2082056,2099508,6901640,72,413284,1666320
453,2081720,2099508,6901640,72,413284,1668552
454,2082284,2099508,6901640,72,413284,1667568
455,2082556,2099508,6901640,72,413284,1672908
457,2081520,2099508,6901640,72,413284,1666232
458,2090336,2099508,6901640,72,413284,1676128
459,2085800,2099508,6901640,72,413284,1678540
460,2083160,2099508,6901640,72,413284,1664812
461,2077984,2099508,6901640,72,413284,1667180
462,2092580,2099508,6901640,72,413284,1668376
464,2084476,2099508,6901640,72,413284,1665460
465,2085568,2099508,6901640,72,413284,1676268
466,2084324,2099508,6901640,72,413284,1669372
467,2082052,2099508,6901640,72,413284,1674832
468,2080168,2099508,6901640,72,413284,1666112
469,2078056,2099508,6901640,72,413284,1678740
470,2087916,2099508,6901640,72,413284,1667572
472,2085228,2099508,6901640,72,413284,1669280
473,2079636,2099508,6901640,72,413284,1671780
474,2088008,2099508,6901640,72,413284,1669784
475,2083992,2099508,6901640,72,413284,1668400
476,2079628,2099508,6901640,72,413284,1662216
477,2086104,2099508,6901640,72,413284,1667432
479,2086704,2099508,6901640,72,413284,1669368
480,2082672,2099508,6901640,72,413284,1670620
481,2082256,2099508,6901640,72,413284,1679152
482,2081384,2099508,6901640,72,413284,1668300
483,2081044,2099508,6901640,72,413284,1667632
484,2078564,2099508,6901640,72,413284,1663388
485,2086656,2099508,6901640,72,413284,1668392
487,2087424,2099508,6901640,72,413284,1675908
488,2085828,2099508,6901640,72,413284,1673080
489,2086976,2099508,6901640,72,413284,1669456
490,2079088,2099508,6901640,72,413284,1669964
491,2082660,2099508,6901640,72,413284,1674844
492,2090500,2099508,6901640,72,413284,1669776
494,2084376,2099508,6901640,72,413284,1676092
495,2090568,2099508,6901640,72,413284,1672952
496,2087564,2099508,6901640,72,413284,1661176
497,2082524,2099508,6901640,72,413284,1666872
498,2079860,2099508,6901640,72,413284,1673128
499,2078964,2099508,6901640,72,413284,1673640
500,2091280,2099508,6901640,72,413284,1671640
502,2088264,2099508,6901640,72,413284,1673016
503,2081012,2099508,6901640,72,413284,1674904
504,2087340,2099508,6901640,72,413284,1666372
505,2081196,2099508,6901640,72,413284,1670948
506,2082880,2099508,6901640,72,413284,1676188
507,2084972,2099508,6901640,72,413284,1670948
508,2088848,2099508,6901640,72,413284,1666208
510,2076904,2099508,6901640,72,413284,1670752
511,2081848,2099508,6901640,72,413284,1673752
512,2083628,2099508,6901640,72,413284,1666984
513,2085260,2099508,6901640,72,413284,1669400
514,2084920,2099508,6901640,72,413284,1666068
515,2087536,2099508,6901640,72,413284,1675712
517,2079152,2099508,6901640,72,413284,1666664
518,2084304,2099508,6901640,72,413284,1675600
519,2082548,2099508,6901640,72,413284,1673140
520,2083532,2099508,6901640,72,413284,1668060
521,2084512,2099508,6901640,72,413284,1671104
522,2084548,2099508,6901640,72,413284,1671784
523,2081532,2099508,6901640,72,413284,1669068
525,2082984,2099508,6901640,72,413284,1674664
526,2086600,2099508,6901640,72,413284,1674460
527,2084432,2099508,6901640,72,413284,1676136
528,2074880,2099508,6901640,72,413284,1667428
529,2088128,2099508,6901640,72,413284,1670568
530,2085976,2099508,6901640,72,413284,1667548
532,2090220,2099508,6901640,72,413284,1677356
533,2082480,2099508,6901640,72,413284,1672168
534,2081488,2099508,6901640,72,413284,1671920
535,2082040,2099508,6901640,72,413284,1676940
536,2081960,2099508,6901640,72,413284,1670948
537,2082680,2099508,6901640,72,413284,1669688
538,2082288,2099508,6901640,72,413284,1673828
540,2079116,2099508,6901640,72,413284,1666004
541,2084696,2099508,6901640,72,413284,1671320
542,2087772,2099508,6901640,72,413284,1665508
543,2082892,2099508,6901640,72,413284,1667664
544,2085352,2099508,6901640,72,413284,1668516
545,2080784,2099508,6901640,72,413284,1675832
547,2084656,2099508,6901640,72,413284,1673420
548,2080768,2099508,6901640,72,413284,1669744
549,2082480,2099508,6901640,72,413284,1669776
550,2087692,2099508,6901640,72,413284,1665960
551,2083916,2099508,6901640,72,413284,1667040
552,2085420,2099508,6901640,72,413284,1673064
553,2081468,2099508,6901640,72,413284,1677752
555,2087036,2099508,6901640,72,413284,1667448
