Time (s),VmRSS (KB),VmHWM (KB),VmSize (KB),VmSwap (KB),RssAnon (KB),RssFile (KB)
89,2079924,2099320,6891368,456,402660,1685564
90,2077548,2099320,6891368,456,402660,1673636
91,2089436,2099320,6891368,456,402660,1681916
92,2083724,2099320,6891368,456,402660,1677436
93,2083892,2099320,6891368,456,402660,1676076
94,2088832,2099320,6891368,452,402664,1684324
96,2078452,2099320,6891368,452,402664,1679068
97,2082968,2099320,6891368,452,402664,1683100
98,2082540,2099320,6891368,452,402664,1686848
99,2083468,2099320,6891368,452,402664,1681904
100,2087660,2099320,6891368,452,402664,1676268
101,2089492,2099320,6891368,452,402664,1684124
103,2085564,2099320,6891368,452,402664,1675764
104,2082384,2099320,6891368,452,402664,1684532
105,2082112,2099320,6891368,452,402664,1681884
106,2083132,2099320,6891368,452,402664,1683456
107,2078648,2099320,6891368,452,402664,1675616
108,2082704,2099320,6891368,452,402664,1684408
109,2077012,2099320,6891368,452,402664,1678924
111,2088120,2099320,6891368,452,402664,1681296
112,2079144,2099320,6891368,452,402664,1684668
113,2086692,2099320,6891368,452,402664,1677964
114,2079240,2099320,6891368,452,402664,1673156
115,2089104,2099320,6891368,452,402664,1681088
116,2087556,2099320,6891368,452,402664,1680892
118,2082788,2099320,6891368,452,402664,1682636
119,2085780,2099320,6891368,452,402664,1683456
120,2083896,2099320,6891368,452,402664,1677288
121,2077972,2099320,6891368,452,402664,1676412
122,2086436,2099320,6891368,452,402664,1683188
123,2084496,2099320,6891368,452,402664,1684836
124,2075872,2099320,6891368,452,402664,1678140
126,2080760,2099320,6891368,452,402664,1683132
127,2080736,2099320,6891368,452,402664,1680284
128,2081636,2099320,6891368,452,402664,1682388
129,2083572,2099320,6891368,452,402664,1687936
130,2081480,2099320,6891368,452,402664,1678988
131,2081172,2099320,6891368,452,402664,1682276
133,2084492,2099320,6891368,452,402664,1673924
134,2085580,2099320,6891368,452,402664,1678396
135,2091644,2099320,6891368,452,402664,1684668
136,2080248,2099320,6891368,452,402664,1678124
137,2080764,2099320,6891368,448,402668,1680832
138,2090264,2099320,6891368,448,402668,1678088
139,2087988,2099320,6891368,448,402668,1677948
141,2087760,2099320,6891368,448,402668,1682508
142,2077296,2099320,6891368,448,402668,1684652
143,2084572,2099320,6891368,448,402668,1680120
144,2086564,2099320,6891368,448,402668,1678492
145,2082552,2099320,6891368,448,402668,1672508
146,2081228,2099320,6891368,448,402668,1682116
148,2083928,2099320,6891368,448,402668,1675720
149,2087052,2099320,6891368,448,402668,1675012
150,2083804,2099320,6891368,448,402668,1685124
151,2080452,2099320,6891368,448,402668,1681776
152,2083144,2099320,6891368,448,402668,1675928
153,2085824,2099320,6891368,448,402668,1673324
155,2078552,2099320,6891368,448,402668,1680412
156,2077528,2099320,6891368,448,402668,1677564
157,2088564,2099320,6891368,448,402668,1682676
158,2079848,2099320,6891368,448,402668,1682384
159,2087368,2099320,6891368,448,402668,1678056
160,2088600,2099320,6891368,448,402668,1676588
161,2086568,2099320,6891368,448,402668,1676488
163,2091148,2099320,6891368,448,402668,1681276
164,2079500,2099320,6891368,448,402668,1676312
165,2085116,2099320,6891368,448,402668,1687556
166,2077412,2099320,6891368,448,402668,1680252
167,2083100,2099320,6891368,448,402668,1685428
168,2088708,2099320,6891368,448,402668,1681816
169,2081368,2099320,6891368,448,402668,1679876
171,2078696,2099320,6891368,448,402668,1674840
172,2078104,2099320,6891368,448,402668,1679160
173,2080664,2099320,6891368,448,402668,1682284
174,2091056,2099320,6891368,448,402668,1688672
175,2084200,2099320,6891368,448,402668,1676680
176,2083956,2099320,6891368,448,402668,1683864
178,2086120,2099320,6891368,448,402668,1680356
179,2084228,2099320,6891368,448,402668,1678760
180,2077024,2099320,6891368,448,402668,1680072
181,2082704,2099320,6891368,448,402668,1679432
182,2086708,2099320,6891368,448,402668,1686268
183,2076988,2099320,6891368,448,402668,1684856
184,2082040,2099320,6891368,448,402668,1678996
186,2087888,2099320,6891368,448,402668,1682164
187,2077836,2099320,6891368,448,402668,1682720
188,2085868,2099320,6891368,448,402668,1687040
189,2078836,2099320,6891368,448,402668,1678868
190,2087592,2099320,6891368,448,402668,1682084
191,2075936,2099320,6891368,448,402668,1674872
193,2083656,2099320,6891368,448,402668,1679016
194,2079576,2099320,6891368,448,402668,1682756
195,2090892,2099320,6891368,448,402668,1682852
196,2080424,2099320,6891368,448,402668,1680276
197,2079372,2099320,6891368,448,402668,1683200
198,2084728,2099320,6891368,448,402668,1677276
199,2087144,2099320,6891368,448,402668,1676140
201,2073008,2099320,6891368,448,402668,1683200
202,2090368,2099320,6891368,448,402668,1688996
203,2088648,2099320,6891368,448,402668,1675372
204,2081188,2099320,6891368,448,402668,1681708
205,2080640,2099320,6891368,448,402668,1683040
206,2083808,2099320,6891368,448,402668,1684148
207,2076168,2099320,6891368,448,402668,1687552
209,2081748,2099320,6891368,448,402668,1682496
210,2084344,2099320,6891368,448,402668,1685820
211,2078292,2099320,6891368,448,402668,1684888
212,2087524,2099320,6891368,448,402668,1677580
213,2079092,2099320,6891368,448,402668,1674872
214,2086692,2099320,6891368,448,402668,1684008
216,2085968,2099320,6891368,448,402668,1680268
217,2085172,2099320,6891368,448,402668,1682408
218,2076724,2099320,6891368,448,402668,1682800
219,2081568,2099320,6891368,448,402668,1676784
220,2085480,2099320,6891368,448,402668,1675100
221,2079040,2099320,6891368,448,402668,1672976
223,2079788,2099320,6891368,448,402668,1682516
224,2082376,2099320,6891368,448,402668,1672636
225,2085148,2099320,6891368,448,402668,1686672
226,2085532,2099320,6891368,448,402668,1684824
227,2086872,2099320,6891368,448,402668,1674992
228,2086668,2099320,6891368,448,402668,1676512
229,2080724,2099320,6891368,448,402668,1673604
231,2088764,2099320,6891368,448,402668,1680668
232,2085996,2099320,6891368,448,402668,1679480
233,2081532,2099320,6891368,448,402668,1681212
234,2086820,2099320,6891368,448,402668,1679848
235,2082496,2099320,6891368,448,402668,1687700
236,2084736,2099320,6891368,448,402668,1677076
237,2079780,2099320,6891368,448,402668,1684688
238,2073792,2099320,6891368,448,402668,1678264
240,2087336,2099320,6891368,448,402668,1687292
241,2080028,2099320,6891368,448,402668,1676900
242,2077140,2099320,6891368,448,402668,1675832
243,2080820,2099320,6891368,448,402668,1682416
244,2080320,2099320,6891368,448,402668,1672832
245,2085548,2099320,6891368,448,402668,1679224
247,2077868,2099320,6891368,448,402668,1679868
248,2088504,2099320,6891368,448,402668,1673288
249,2083860,2099320,6891368,448,402668,1683636
250,2076848,2099320,6891368,448,402668,1672980
251,2081892,2099320,6891368,448,402668,1685116
252,2089236,2099320,6891368,448,402668,1683868
254,2083900,2099320,6891368,448,402668,1682056
255,2082712,2099320,6891368,448,402668,1686536
256,2080392,2099320,6891368,448,402668,1676832
257,2081136,2099320,6891368,448,402668,1678532
258,2075284,2099320,6891368,448,402668,1684208
259,2088304,2099320,6891368,448,402668,1678340
260,2087676,2099320,6891368,448,402668,1677412
262,2079928,2099320,6891368,448,402668,1687108
263,2086200,2099320,6891368,448,402668,1682460
264,2080072,2099320,6891368,448,402668,1678344
265,2082392,2099320,6891368,448,402668,1679288
266,2082728,2099320,6891368,448,402668,1675432
267,2081308,2099320,6891368,448,402668,1681940
269,2078724,2099320,6891368,448,402668,1678588
270,2081308,2099320,6891368,448,402668,1684140
271,2088964,2099320,6891368,448,402668,1679328
272,2079944,2099320,6891368,448,402668,1677652
273,2077476,2099320,6891368,448,402668,1674420
274,2079912,2099320,6891368,448,402668,1679784
276,2086864,2099320,6891368,448,402668,1681684
277,2078880,2099320,6891368,448,402668,1676400
278,2089032,2099320,6891368,448,402668,1678672
279,2084492,2099320,6891368,448,402668,1677720
280,2081236,2099320,6891368,448,402668,1677120
281,2084276,2099320,6891368,448,402668,1683656
283,2079888,2099320,6891368,448,402668,1672080
284,2088948,2099320,6891368,448,402668,1683168
285,2081900,2099320,6891368,448,402668,1676644
286,2073724,2099320,6891368,448,402668,1680840
287,2080344,2099320,6891368,448,402668,1679380
288,2085496,2099320,6891368,448,402668,1678328
289,2084016,2099320,6891368,448,402668,1684988
291,2081060,2099320,6891368,448,402668,1675892
292,2084416,2099320,6891368,448,402668,1674892
293,2084640,2099320,6891368,448,402668,1686796
294,2087240,2099320,6891368,448,402668,1671584
295,2077528,2099320,6891368,448,402668,1681884
296,2079964,2099320,6891368,448,402668,1676484
297,2088312,2099320,6891368,448,402668,1686712
299,2076360,2099320,6891368,448,402668,1671424
300,2090004,2099320,6891368,448,402668,1681460
301,2084608,2099320,6891368,448,402668,1682168
302,2078120,2099320,6891368,448,402668,1675084
303,2085588,2099320,6891368,448,402668,1681976
304,2083708,2099320,6891368,448,402668,1682964
306,2083940,2099320,6891368,448,402668,1684976
307,2084656,2099320,6891368,448,402668,1680564
308,2083760,2099320,6891368,448,402668,1675996
309,2085040,2099320,6891368,448,402668,1677028
310,2084312,2099320,6891368,448,402668,1681712
311,2076736,2099320,6891368,448,402668,1678284
313,2083068,2099320,6891368,448,402668,1679616
314,2085352,2099320,6891368,448,402668,1688000
315,2082284,2099320,6891368,448,402668,1679904
316,2085500,2099320,6891368,448,402668,1678160
317,2084708,2099320,6891368,448,402668,1687016
318,2083300,2099320,6891368,448,402668,1681292
319,2083684,2099320,6891368,448,402668,1677676
321,2088140,2099320,6891368,448,402668,1685928
322,2089788,2099320,6891368,448,402668,1678280
323,2077272,2099320,6891368,448,402668,1680008
324,2085820,2099320,6891368,448,402668,1683468
325,2086280,2099320,6891368,448,402668,1683408
326,2082340,2099320,6891368,448,402668,1678932
327,2079840,2099320,6891368,448,402668,1679324
329,2080660,2099320,6891368,448,402668,1680032
330,2085812,2099320,6891368,448,402668,1688056
331,2076408,2099320,6891368,448,402668,1684168
332,2085080,2099320,6891368,448,402668,1684104
333,2081508,2099320,6891368,448,402668,1677000
334,2081556,2099320,6891368,448,402668,1682980
336,2081800,2099320,6891368,448,402668,1677996
337,2081752,2099320,6891368,448,402668,1686232
338,2085964,2099320,6891368,448,402668,1681576
339,2088700,2099320,6891368,448,402668,1677272
340,2079132,2099320,6891368,448,402668,1683436
341,2083116,2099320,6891368,448,402668,1680252
342,2079600,2099320,6891368,448,402668,1685332
344,2079040,2099320,6891368,448,402668,1682828
345,2090264,2099320,6891368,448,402668,1680296
346,2078456,2099320,6891368,448,402668,1681440
347,2085784,2099320,6891368,448,402668,1683888
348,2077640,2099320,6891368,448,402668,1673536
349,2083748,2099320,6891368,448,402668,1684892
351,2079312,2099320,6891368,448,402668,1670396
352,2082628,2099320,6891368,448,402668,1684308
353,2083764,2099320,6891368,448,402668,1685220
354,2087492,2099320,6891368,448,402668,1677856
355,2079512,2099320,6891368,448,402668,1673460
356,2088612,2099320,6891368,448,402668,1673356
358,2080912,2099320,6891368,448,402668,1680196
359,2076436,2099320,6891368,448,402668,1672432
360,2083628,2099320,6891368,448,402668,1674736
361,2085064,2099320,6891368,448,402668,1678604
362,2082212,2099320,6891368,448,402668,1677360
363,2086356,2099320,6891368,444,402672,1679028
364,2081248,2099320,6891368,444,402672,1690024
366,2092148,2099320,6891368,444,402672,1678140
367,2072448,2099320,6891368,444,402672,1677000
368,2078948,2099320,6891368,444,402672,1679964
369,2088340,2099320,6891368,444,402672,1686100
370,2090708,2099320,6891368,444,402672,1684860
371,2081492,2099320,6891368,444,402672,1677344
373,2085248,2099320,6891368,444,402672,1677796
374,2086948,2099320,6891368,444,402672,1675432
375,2075888,2099320,6891368,444,402672,1679288
376,2081336,2099320,6891368,444,402672,1675636
377,2079652,2099320,6891368,444,402672,1676280
378,2077156,2099320,6891368,444,402672,1682208
379,2080352,2099320,6891368,444,402672,1674868
381,2079448,2099320,6891368,444,402672,1685620
382,2084412,2099320,6891368,444,402672,1677420
383,2080352,2099320,6891368,444,402672,1677692
384,2087180,2099320,6891368,444,402672,1679136
385,2085776,2099320,6891368,444,402672,1679716
386,2080144,2099320,6891368,444,402672,1682088
387,2084920,2099320,6891368,444,402672,1687436
389,2085724,2099320,6891368,444,402672,1683052
390,2089924,2099320,6891368,444,402672,1676980
391,2079132,2099320,6891368,444,402672,1682544
392,2088540,2099320,6891368,444,402672,1679032
393,2081176,2099320,6891368,444,402672,1691176
394,2089648,2099320,6891368,444,402672,1682076
395,2077832,2099320,6891368,444,402672,1676124
397,2078748,2099320,6891368,444,402672,1684044
398,2083696,2099320,6891368,444,402672,1682432
399,2083016,2099320,6891368,444,402672,1683384
400,2087132,2099320,6891368,444,402672,1681940
401,2084612,2099320,6891368,444,402672,1680572
402,2086076,2099320,6891368,444,402672,1675424
404,2079768,2099320,6891368,444,402672,1687036
405,2083872,2099320,6891368,444,402672,1678920
406,2078148,2099320,6891368,444,402672,1682264
407,2080848,2099320,6891368,444,402672,1680908
408,2078388,2099320,6891368,444,402672,1685000
409,2080688,2099320,6891368,444,402672,1681548
411,2077488,2099320,6891368,444,402672,1674704
412,2077100,2099320,6891368,444,402672,1684760
413,2080640,2099320,6891368,444,402672,1684508
414,2084016,2099320,6891368,444,402672,1679328
415,2082256,2099320,6891368,444,402672,1675708
416,2081228,2099320,6891368,444,402672,1683216
417,2084396,2099320,6891368,444,402672,1681396
419,2081428,2099320,6891368,444,402672,1674380
420,2087640,2099320,6891368,444,402672,1678424
421,2090308,2099320,6891368,444,402672,1687084
422,2086488,2099320,6891368,444,402672,1683076
423,2085716,2099320,6891368,444,402672,1679412
424,2080596,2099320,6891368,444,402672,1685820
426,2076816,2099320,6891368,444,402672,1684720
427,2076940,2099320,6891368,444,402672,1684700
428,2082840,2099320,6891368,444,402672,1680664
429,2085520,2099320,6891368,444,402672,1678744
430,2089220,2099320,6891368,444,402672,1680912
431,2084248,2099320,6891368,444,402672,1679628
432,2083972,2099320,6891368,444,402672,1680312
434,2083652,2099320,6891368,444,402672,1685668
435,2080608,2099320,6891368,444,402672,1681100
436,2082864,2099320,6891368,444,402672,1685608
437,2085496,2099320,6891368,444,402672,1682004
438,2076000,2099320,6891368,444,402672,1676368
439,2079984,2099320,6891368,444,402672,1678792
441,2084156,2099320,6891368,444,402672,1687788
442,2084748,2099320,6891368,444,402672,1676068
443,2078028,2099320,6891368,444,402672,1680004
444,2082012,2099320,6891368,444,402672,1679064
445,2087628,2099320,6891368,444,402672,1676316
446,2074272,2099320,6891368,444,402672,1680088
447,2082960,2099320,6891368,444,402672,1680340
449,2090060,2099320,6891368,444,402672,1678536
450,2090244,2099320,6891368,444,402672,1682608
451,2083552,2099320,6891368,444,402672,1676888
452,2077156,2099320,6891368,444,402672,1678824
453,2079564,2099320,6891368,444,402672,1681064
454,2084748,2099320,6891368,444,402672,1678452
455,2081848,2099320,6891368,444,402672,1680888
457,2088368,2099320,6891368,444,402672,1680568
458,2081880,2099320,6891368,444,402672,1685096
459,2083780,2099320,6891368,444,402672,1676008
460,2089288,2099320,6891368,444,402672,1685476
461,2083948,2099320,6891368,444,402672,1681108
462,2083732,2099320,6891368,444,402672,1680984
464,2089972,2099320,6891368,444,402672,1678196
465,2087588,2099320,6891368,444,402672,1677244
466,2075828,2099320,6891368,444,402672,1674492
467,2085016,2099320,6891368,444,402672,1674268
468,2083712,2099320,6891368,444,402672,1675324
469,2082952,2099320,6891368,444,402672,1680960
470,2089716,2099320,6891368,444,402672,1680812
472,2090920,2099320,6891368,444,402672,1683984
473,2080208,2099320,6891368,444,402672,1685384
474,2076264,2099320,6891368,444,402672,1680640
475,2077136,2099320,6891368,444,402672,1685896
476,2085124,2099320,6891368,444,402672,1683360
477,2086264,2099320,6891368,444,402672,1678616
478,2086404,2099320,6891368,444,402672,1679192
480,2089672,2099320,6891368,444,402672,1677428
481,2089792,2099320,6891368,444,402672,1678144
482,2092544,2099320,6891368,444,402672,1677020
483,2085724,2099320,6891368,444,402672,1681172
484,2084752,2099320,6891368,444,402672,1680436
485,2085840,2099320,6891368,444,402672,1672980
487,2080220,2099320,6891368,444,402672,1682360
488,2078316,2099320,6891368,444,402672,1685728
489,2085376,2099320,6891368,444,402672,1683904
490,2082272,2099320,6891368,444,402672,1680720
491,2088076,2099320,6891368,444,402672,1680860
492,2090076,2099320,6891368,444,402672,1678528
493,2075888,2099320,6891368,444,402672,1673740
495,2089012,2099320,6891368,444,402672,1681792
496,2084172,2099320,6891368,444,402672,1681116
497,2082328,2099320,6891368,444,402672,1680204
498,2080672,2099320,6891368,444,402672,1679800
499,2087604,2099320,6891368,444,402672,1676668
500,2080064,2099320,6891368,444,402672,1684804
502,2077196,2099320,6891368,444,402672,1680052
503,2080564,2099320,6891368,444,402672,1686060
504,2079840,2099320,6891368,444,402672,1679092
505,2081984,2099320,6891368,444,402672,1676140
506,2087104,2099320,6891368,444,402672,1677400
507,2090444,2099320,6891368,444,402672,1680976
509,2078788,2099320,6891368,444,402672,1689508
510,2086576,2099320,6891368,444,402672,1682976
511,2086388,2099320,6891368,444,402672,1677812
512,2085388,2099320,6891368,444,402672,1681712
513,2078552,2099320,6891368,444,402672,1686712
514,2082244,2099320,6891368,444,402672,1675552
515,2083832,2099320,6891368,444,402672,1683540
517,2088880,2099320,6891368,444,402672,1687648
518,2089568,2099320,6891368,444,402672,1681208
519,2086724,2099320,6891368,444,402672,1683632
520,2090700,2099320,6891368,444,402672,1683112
521,2079932,2099320,6891368,444,402672,1687652
522,2080632,2099320,6891368,444,402672,1683752
523,2082992,2099320,6891368,444,402672,1684504
525,2080000,2099320,6891368,444,402672,1675916
526,2080448,2099320,6891368,444,402672,1680436
527,2076348,2099320,6891368,444,402672,1680108
528,2087956,2099320,6891368,444,402672,1675604
529,2088684,2099320,6891368,444,402672,1682732
530,2084284,2099320,6891368,444,402672,1684612
532,2082024,2099320,6891368,444,402672,1677856
533,2072840,2099320,6891368,444,402672,1680100
534,2080172,2099320,6891368,444,402672,1683232
535,2087088,2099320,6891368,444,402672,1678220
536,2080288,2099320,6891368,444,402672,1679900
